id,query,label,word_count,cleaned_query,augmented_data,tokens,lemmatized_data
877,آیا امکان برداشتن درسی با دانشکده دیگر وحود دارد؟,1,10.0,آیا امکان برداشتن درسی با دانشکده دیگر وحود دارد,مثلا امکان برداشتن درسی ۱۴ دانشکده دیگر وحود داشتهاست,"['آیا', 'امکان', 'برداشتن', 'درسی', 'دانشکده', 'دیگر', 'وحود', 'دارد']","['آیا', 'امکان', 'برداشتن', 'درس', 'دانشکده', 'دیگر', 'وحود', 'داشت#دار']"
878,حجم تکالیف بسیار زیاد است.,4,6.0,حجم تکالیف بسیار زیاد است,حجم خیلی بسیار زیاد و,"['حجم', 'تکالیف', 'بسیار', 'زیاد', 'است']","['حجم', 'تکالیف', 'بسیار', 'زیاد', '#است']"
879,چرا تعداد اساتید باسواد کم می باشد؟,4,8.0,چرا تعداد اساتید باسواد کم می‌باشد,چرا تعداد اساتید تياتر کم نمیشود,"['چرا', 'تعداد', 'اساتید', 'باسواد', 'کم', 'می\u200cباشد']","['چرا', 'تعداد', 'اساتید', 'باسواد', 'کم', 'بود#باش']"
880,کلاس 105 کجاست,2,3.0,کلاس کجاست,زندگی کجاست,"['کلاس', 'کجاست']","['کلاس', 'کجاست']"
881,آمفی تئاتر کجا می شه؟,2,6.0,آمفی تئاتر کجا می‌شه,دنیای تياتر باز میشه,"['آمفی', 'تئاتر', 'کجا', 'می\u200cشه']","['آمفی', 'تئاتر', 'کجا', 'می\u200cشه']"
882,چطور می شه از تحصیل انصراف داد؟,1,8.0,چطور می‌شه از تحصیل انصراف داد,چطور میشه واز تحصیل انصراف دهیم,"['چطور', 'می\u200cشه', 'تحصیل', 'انصراف', 'داد']","['چطور', 'می\u200cشه', 'تحصیل', 'انصراف', 'داد']"
883,غذای سلف تازه است؟,5,5.0,غذای سلف تازه است,غذای من خوب است,"['غذای', 'سلف', 'تازه', 'است']","['غذا', 'سلف', 'تازه', '#است']"
885,مدت زمان امتحانات به نسبت سختی انها بسیار کم است.,4,11.0,مدت زمان امتحانات به نسبت سختی انها بسیار کم است,مدت نقاهت انها به نسبت سختی انها چیزی کم است,"['مدت', 'زمان', 'امتحانات', 'نسبت', 'سختی', 'انها', 'بسیار', 'کم', 'است']","['مدت', 'زمان', 'امتحانات', 'نسبت', 'سختی', 'انها', 'بسیار', 'کم', '#است']"
886,آیا به پرینتر میتوان وصل شد؟,3,7.0,آیا به پرینتر میتوان وصل شد,ایا یک پرینتر میتوان وصل باد,"['آیا', 'پرینتر', 'میتوان', 'وصل', 'شد']","['آیا', 'پرینتر', 'میتوان', 'وصل', 'شد#شو']"
887,زبان تخصصی توی کدوم کلاس برگزار می شه؟,2,9.0,زبان تخصصی توی کدوم کلاس برگزار می‌شه,حوزهی تخصصی ، کدوم دانشگاه برگزار میشه,"['زبان', 'تخصصی', 'توی', 'کدوم', 'کلاس', 'برگزار', 'می\u200cشه']","['زبان', 'تخصص', 'تو', 'کدو', 'کلاس', 'برگزار', 'می\u200cشه']"
888,لطفا به اساتید تاکید شود که حداقل یک ربع زودتر کلاس ها را تعطیل کنند.,4,16.0,لطفا به اساتید تاکید شود که حداقل یک ربع زودتر کلاس‌ها را تعطیل کنند,همیشه به خودتان تاکید بفرمایید که حداقل یک ربع ساعت کلاسها را تعطیل …,"['لطفا', 'اساتید', 'تاکید', 'شود', 'حداقل', 'یک', 'ربع', 'زودتر', 'کلاس\u200cها', 'تعطیل', 'کنند']","['لطفا', 'اساتید', 'تاکید', 'شد#شو', 'حداقل', 'یک', 'ربع', 'زود', 'کلاس', 'تعطیل', 'کرد#کن']"
889,خوابگاه بسته اس؟,2,4.0,خوابگاه بسته اس,جدول بسته اس,"['خوابگاه', 'بسته', 'اس']","['خوابگاه', 'بسته', 'اس']"
890,پکیج visual studio رو میتوان رو فلش بریزید؟,3,9.0,پکیج visual studio رو میتوان رو فلش بریزید,پکیج visual basic رو رو توی فلش بریزید,"['پکیج', 'visual', 'studio', 'میتوان', 'رو', 'فلش', 'بریزید']","['پکیج', 'visual', 'studio', 'میتوان', 'رو', 'فلش', 'ریخت#ریز']"
891,ظرفیت درس های این ترم کم است.,4,8.0,ظرفیت درس‌های این ترم کم است,ظرفیت بازیهای این ترم کم میشود,"['ظرفیت', 'درس\u200cهای', 'این', 'ترم', 'کم', 'است']","['ظرفیت', 'درس', 'این', 'تر', 'کم', '#است']"
892,قیمت مرغ چنده؟,5,4.0,قیمت مرغ چنده,و مرغ چنده,"['قیمت', 'مرغ', 'چنده']","['قیمت', 'مرغ', 'چنده']"
893,چگونه ویندوز نصب کنیم؟,5,5.0,چگونه ویندوز نصب کنیم,بیایید کامپیوتری نصب کنیم,"['چگونه', 'ویندوز', 'نصب', 'کنیم']","['چگونه', 'ویندوز', 'نصب', 'کرد#کن']"
894,کد پستی دانشکده؟,2,4.0,کد پستی دانشکده,کد پستی iran,"['کد', 'پستی', 'دانشکده']","['کد', 'پست', 'دانشکده']"
895,شرایط وام دانشجویی چگونه است؟,1,6.0,شرایط وام دانشجویی چگونه است,شرایط وام فرهنگیان چگونه استدر,"['شرایط', 'وام', 'دانشجویی', 'چگونه', 'است']","['شرایط', 'وام', 'دانشجویی', 'چگونه', '#است']"
896,ویرایش جدید کتاب هوش مصنوعی راسل را نمیتونم پیدا کنم.,3,11.0,ویرایش جدید کتاب هوش مصنوعی راسل را نمیتونم پیدا کنم,ویرایش دوم کتاب هوش مصنوعی ذهن را میخوام پیدا کنم,"['ویرایش', 'جدید', 'کتاب', 'هوش', 'مصنوعی', 'راسل', 'نمیتونم', 'پیدا', 'کنم']","['ویرایش', 'جدید', 'کتاب', 'هوش', 'مصنوع', 'راسل', 'نمیتونم', 'پیدا', 'کرد#کن']"
897,چند واحد در حذف و اضافه میتوانیم برداریم؟,1,9.0,چند واحد در حذف و اضافه میتوانیم برداریم,هدف واحد در حذف و اضافه واژههای مختلف,"['چند', 'واحد', 'حذف', 'اضافه', 'میتوانیم', 'برداریم']","['چند', 'واحد', 'حذف', 'اضافه', 'میتوانیم', 'بردار']"
899,سرویس بهداشتی کثیفه,4,3.0,سرویس بهداشتی کثیفه,بررسیهای بهداشتی در,"['سرویس', 'بهداشتی', 'کثیفه']","['سرویس', 'بهداشت', 'کثیفه']"
900,آموزش برق رو می گید کجاست؟,2,7.0,آموزش برق رو می‌گید کجاست,تلفن برق میخورد میگید کجاست,"['آموزش', 'برق', 'می\u200cگید', 'کجاست']","['آموزش', 'برق', 'می\u200cگید', 'کجاست']"
901,از اساتید بخواهید نمره را در طول ترم توزیع کنند.,4,11.0,از اساتید بخواهید نمره را در طول ترم توزیع کنند,با اساتید بخواهید نمره را تمام طول ازمون توزیع کنند,"['اساتید', 'بخواهید', 'نمره', 'طول', 'ترم', 'توزیع', 'کنند']","['اساتید', 'خواست#خواه', 'نمره', 'طول', 'تر', 'توزیع', 'کرد#کن']"
902,مقدار رم کامپیوترای سایت چقدره؟,3,6.0,مقدار رم کامپیوترای سایت چقدره,مقدار امنیت کامپیوترای دنیا چقدره,"['مقدار', 'رم', 'کامپیوترای', 'سایت', 'چقدره']","['مقدار', 'رم', 'کامپیوترای', 'سایت', 'چقدره']"
903,در حذف و اضافه چند واحد میتوان حذف کرد؟,1,10.0,در حذف و اضافه چند واحد میتوان حذف کرد,از حذف موضوع اضافه چند ایتم میتوان حذف کرد,"['حذف', 'اضافه', 'چند', 'واحد', 'میتوان', 'حذف', 'کرد']","['حذف', 'اضافه', 'چند', 'واحد', 'میتوان', 'حذف', 'کرد#کن']"
904,تخت جمشید در کدوم استانه؟,5,6.0,تخت جمشید در کدوم استانه,تخت جمشید واقعا کدوم است,"['تخت', 'جمشید', 'کدوم', 'استانه']","['تخت', 'جمشید', 'کدو', 'استانه']"
905,مدت زمان قرض دادن یه کتاب چقدره؟,3,8.0,مدت زمان قرض دادن یه کتاب چقدره,مدت زمان حمایت از هر کتاب چقدره,"['مدت', 'زمان', 'قرض', 'دادن', 'یه', 'کتاب', 'چقدره']","['مدت', 'زمان', 'قرض', 'دادن', 'یه', 'کتاب', 'چقدره']"
906,آیا کتاب CLRS در کتابخانه موجود است؟,3,8.0,آیا کتاب clrs در کتابخانه موجود است,ایا کتاب وی در جهان موجود بودهاست,"['آیا', 'کتاب', 'clrs', 'کتابخانه', 'موجود', 'است']","['آیا', 'کتاب', 'clrs', 'کتابخانه', 'موجود', '#است']"
907,شرایط بورس و اپلای چیست؟,2,6.0,شرایط بورس و اپلای چیست,شرایط بورس درباره معاملات چیست,"['شرایط', 'بورس', 'اپلای', 'چیست']","['شرایط', 'بورس', 'اپلای', 'چیست']"
908,لطفا ظرفیت درس الگوریتم را افزایش دهید.,1,8.0,لطفا ظرفیت درس الگوریتم را افزایش دهید,لطفا گروه درس الگوریتم رات ارتقاء دهید,"['لطفا', 'ظرفیت', 'درس', 'الگوریتم', 'افزایش', 'دهید']","['لطفا', 'ظرفیت', 'درس', 'الگوریتم', 'افزایش', 'داد#ده']"
909,ساعت کاری آموزش کل تا کی هست؟,2,8.0,ساعت کاری آموزش کل تا کی هست,ساعت کاری اموزش عمومی ده صبح هست,"['ساعت', 'کاری', 'آموزش', 'کل', 'کی', 'هست']","['ساعت', 'کاشت#کار', 'آموزش', 'کل', 'کی', '#هست']"
911,چرا بوفه بعد از ساعت 3 تعطیل است؟,4,9.0,چرا بوفه بعد از ساعت تعطیل است,این بوفه قبل از ساعت تعطیل شد,"['چرا', 'بوفه', 'بعد', 'ساعت', 'تعطیل', 'است']","['چرا', 'بوفه', 'بعد', 'ساعت', 'تعطیل', '#است']"
912,لابی اضافه کنید,4,3.0,لابی اضافه کنید,حالا اضافه کنید,"['لابی', 'اضافه', 'کنید']","['لابی', 'اضافه', 'کرد#کن']"
913,اموزش زبان کجا ببینیم,5,4.0,اموزش زبان کجا ببینیم,اموزش ببینید کجا هستیم,"['اموزش', 'زبان', 'کجا', 'ببینیم']","['اموزش', 'زبان', 'کجا', 'ببینیم']"
914,کارنامه مهر شده میخوام.,1,5.0,کارنامه مهر شده میخوام,بالاخره تمام شده میخوام,"['کارنامه', 'مهر', 'شده', 'میخوام']","['کارنامه', 'مهر', 'شده', 'میخوام']"
916,سرعت اینترنت دانشکده خیلی کم است. لطفا پیگیری شود.,4,11.0,سرعت اینترنت دانشکده خیلی کم است لطفا پیگیری شود,سرعت حرکت امروز خیلی کم است وباید پیگیری شود,"['سرعت', 'اینترنت', 'دانشکده', 'خیلی', 'کم', 'است', 'لطفا', 'پیگیری', 'شود']","['سرعت', 'اینترنت', 'دانشکده', 'خیلی', 'کم', '#است', 'لطفا', 'پیگیری', 'شد#شو']"
917,رمز اینترنت دانشگاه چیه؟,2,5.0,رمز اینترنت دانشگاه چیه,رمز اینترنت میلیونی فرهنگیان,"['رمز', 'اینترنت', 'دانشگاه', 'چیه']","['رمز', 'اینترنت', 'دانشگاه', 'چیه']"
918,پروژکتور کلاس 115 کار نمیکند، رسیدگی کنید,4,8.0,پروژکتور کلاس کار نمیکند رسیدگی کنید,پروژکتور وضعیت کار را رسیدگی کنید,"['پروژکتور', 'کلاس', 'کار', 'نمیکند', 'رسیدگی', 'کنید']","['پروژکتور', 'کلاس', 'کار', 'نمیکند', 'رسیدگی', 'کرد#کن']"
919,انتخاب واحد را خودم باید انجام دهم؟,1,8.0,انتخاب واحد را خودم باید انجام دهم,چند واحد کار من باید انجام دهم,"['انتخاب', 'واحد', 'خودم', 'باید', 'انجام', 'دهم']","['انتخاب', 'واحد', 'خودم', 'باید', 'انجام', 'دهم']"
920,وحود برخی دروس بی ربط و ناکارآمد در چارت درسی,4,10.0,وحود برخی دروس بی ربط و ناکارآمد در چارت درسی,وحود برخی افراد بی شمار و ناکارامد در چارت ملی,"['وحود', 'برخی', 'دروس', 'بی', 'ربط', 'ناکارآمد', 'چارت', 'درسی']","['وحود', 'برخی', 'دروس', 'بی', 'ربط', 'ناکارآمد', 'چارت', 'درس']"
921,اساتید باید بروز تر بشوند,4,5.0,اساتید باید بروز‌تر بشوند,اساتید پیش بروزتر از,"['اساتید', 'باید', 'بروز\u200cتر', 'بشوند']","['اساتید', 'باید', 'بروز', 'شد#شو']"
922,چرا بعضی اساتید نمرات میانترم و تمرین هارا قبل از حذف اضطراری اعلام نمی کنند ؟,1,16.0,چرا بعضی اساتید نمرات میانترم و تمرین هارا قبل از حذف اضطراری اعلام نمی‌کنند,چرا اغلب افراد نمرات میانترم بین تمرین هارا قبل از فارغالتحصیلی کامل اعلام نمیکنند,"['چرا', 'بعضی', 'اساتید', 'نمرات', 'میانترم', 'تمرین', 'هارا', 'قبل', 'حذف', 'اضطراری', 'اعلام', 'نمی\u200cکنند']","['چرا', 'بعضی', 'اساتید', 'نمرات', 'میانترم', 'تمرین', 'هارا', 'قبل', 'حذف', 'اضطرار', 'اعلام', 'کرد#کن']"
